odf_name,odf_calories,odf_carbs,odf_sugar,odf_protein,odf_fat,odf_update_dt
부추무침_양파,44,6.81,5.79,1.83,1.07,2017-12-31
북어채무침,188,12.05,5.59,28.4,2.91,2019-12-31
샐러드_감자,126,12.25,3.75,1.31,7.99,2017-12-31
샐러드_단호박,162,18.77,14.3,1.48,8.97,2017-12-31
샐러드_닭가슴살,135,5.36,3.25,7.17,9.49,2019-12-31
샐러드_새싹,74,4.96,2.26,2.77,4.81,2017-12-31
샐러드_양배추,150,8.47,7.95,2.69,11.71,2017-12-31
샐러드_양상추,126,3.42,1.58,4.91,10.3,2017-12-31
샐러드_옥수수,166,12.68,6.01,1.96,11.94,2017-12-31
샐러드_참치,151,7.52,6.91,10.82,8.65,2017-12-31
샐러드_채소,145,5.1,4.72,1.16,13.35,2017-12-31
양장피,133,10.95,0.44,7.3,6.63,2018-12-31
오이무침_부추,31,5.01,4.15,1.95,0.39,2017-12-31
오이생채,69,8.96,8.04,1.78,2.9,2019-12-31
오이지무침,52,4.21,2.78,0.96,3.51,2019-12-31
오징어무침_채소,62,7.6,5.54,5.85,0.93,2017-12-31
오징어채무침,258,28.41,18.71,23.6,5.53,2017-12-31
톳나물무침,75,12.28,6.94,1.87,2.09,2017-12-31
파래무침,49,4.97,1.73,3.53,1.7,2019-12-31
파무침,71,9.08,8.02,2.25,2.81,2019-12-31
풋고추된장무침_풋고추,124,12,8.43,2.37,7.35,2017-12-31
풋마늘무침,71,11.27,5.95,4.14,1.04,2017-12-31
피조개무침,52,6.07,3.72,4.71,0.95,2017-12-31
해초무침,39,8.52,3.95,0.95,0.16,2017-12-31
회무침,82,8.6,4.53,8.09,1.65,2017-12-31
회무침_가오리,81,6.35,5.47,11.33,1.16,2017-12-31
돌나물무침,69,8.3,5.26,1.66,3.18,2017-12-31
고들빼기김치,71,11.52,4.4,3,1.38,2019-12-31
깍두기,33,4.24,2.54,1.56,1.06,2019-12-31
깻잎김치,62,8.92,4.04,2.82,1.72,2019-12-31
나박김치,10,1.15,0.34,0.46,0.38,2018-12-31
동치미,14,2.28,1.45,0.29,0.37,2019-12-31
물김치_돌나물,5,0.75,0.35,0.31,0.08,2017-12-31
보쌈김치,30,3.73,1.69,2.19,0.72,2017-12-31
부추김치,47,6.36,4.08,2.68,1.16,2019-12-31
얼갈이배추김치,63,10.94,0.38,1.59,1.45,2017-12-31
오이김치,38,5.64,2.37,2.06,0.8,2017-12-31
가자미식해,134,11.64,3.71,11.09,4.81,2017-12-31
갈치젓_양념,149,10.28,4.91,15.53,5.08,2017-12-31
멸치젓_양념,90,7.4,0.6,11.4,1.6,2019-12-31
새우젓_양념,69,6,0.5,7.1,1.8,2019-12-31
오징어젓_양념,60,3.4,2.4,10.1,0.7,2019-12-31
꽃게장_간장,62,6.04,4.21,7.02,1.1,2019-12-31
꽃게장_양념,97,12.61,8.77,10.23,0.61,2019-12-31
단무지,13,2.4,0.47,0.33,0.2,2019-12-31
더덕장아찌,141,28.9,15.38,4.47,0.89,2017-12-31
매실장아찌_우메보시(일본),65,11.03,7.87,1.27,1.77,2019-12-31
무짠지,11,1.98,1.58,0.54,0.12,2017-12-31
무초절임(치킨무),17,3.05,1.75,0.52,0.3,2018-12-31
오이장아찌,14,2.54,1.04,0.36,0.28,2017-12-31
오이지,21,2.84,0,0.74,0.72,2019-12-31
미숫가루,70,10.42,0,2.08,2.27,2019-12-31
육회,130,8.12,5.29,9.93,6.43,2018-12-31
리소토/리조또_스파이시씨푸드리조또,148,,2.49,5.81,,2022-07-11
리소토/리조또_치킨크림리조또,185,,1.66,6.22,,2022-07-11
볶음밥_갈비천왕치즈치밥,208,22.04,2.57,10.97,,2023-10-11
볶음밥_달걀듬뿍볶음밥,170,,0.75,5.38,,2023-10-11
볶음밥_닭갈비볶음밥,180,,4,5,,2023-10-11
볶음밥_볼케이노치즈치밥,198,20.66,2.83,12.81,,2023-10-11
볶음밥_의성마늘볶음밥,199,,0.31,3.41,,2023-10-11
오므라이스_수플레오믈렛라이스,167,,2.47,4.94,,2022-07-11
주먹밥_까르보나라구운주먹밥,211,,2,6,,2022-07-08
주먹밥_매콤로제구운주먹밥,209,,3,5,,2022-07-08
감자빵_강원도알감자빵(5개입),244,,5,3.13,,2022-10-30
감자빵_강원도알감자빵,250,,6.25,3.13,,2022-10-30
감자빵_감자쫀득볼,313,,15.18,3.95,,2023-10-31
감자빵_못난이감자크럼볼,211,45.33,9.33,1.33,,2023-10-31
감자빵_포슬쫀득감자빵,284,,4.55,3.64,,2023-06-22
건포도빵_건포도빵(대),311,,9.25,7.53,,2023-10-31
건포도빵_건포도빵(소),310,,9.48,7.76,,2023-10-31
건포도빵_우리쌀건포도브레드,265,,9.33,6,,2022-10-30
계란빵_쌀계란빵,313,,18,2,,2022-10-30
계란빵_트윈에그브레드,238,,6.67,10.48,,2023-10-31
기타빵_밤이랑고구마랑,315,,7,7,,2022-10-30
기타빵_별님고구마,258,,6,6,,2022-10-30
기타빵_춘천감자빵,245,,2.5,5,,2022-07-06
기타빵_까눌레,339,,22.5,6,,2023-06-30
기타빵_달콤촉촉고구마빵,273,,18.18,1.82,,2023-06-22
기타빵_롤링넛츠,329,40.4,9.1,6,15.9,2023-10-31
기타빵_씨앗가득고소함이찰떡,358,,14.8,8,,2023-10-31
기타빵_얼그레이까눌레,222,,24.44,4.44,,2023-10-31
기타빵_오리지널까눌레,222,,24.44,4.44,,2023-10-31
기타빵_우리쌀막걸리로만든초당옥수수빵,206,44.85,13.33,4.85,0.79,2023-10-31
기타빵_카라멜아몬드,450,45.8,12.1,10.7,24.9,2023-10-31
기타빵_톡톡쫄깃옥수수빵,299,,15,5,,2023-06-22
깨찰빵_깨찰빵,302,,4,4,,2022-10-30
깨찰빵_깨찰빵,375,,4.17,4.17,,2023-10-31
깨찰빵_씨앗찰빵,366,,16,6,,2022-10-30
깨찰빵_쫀득쫀득한찰깨빵(2개입),373,63.64,7.27,3.64,12.73,2023-10-31
깨찰빵_쫀득쫀득한찰깨빵,373,63.64,7.27,3.64,12.73,2023-10-31
깨찰빵_쫀득한모카찰깨빵,357,,11.43,4.29,,2022-10-30
도넛_고구마품은꽈배기,339,,11.43,5.71,,2022-10-30
도넛_골드초코허니비도넛,479,,23.08,6.41,,2022-10-30
도넛_글레이즈드사워크림도넛,426,,36.25,2.5,,2023-10-31
도넛_글레이즈드초콜릿케익도넛,416,,35,3.75,,2023-10-31
도넛_글레이즈츄잉스타,404,,11.54,1.92,,2022-10-30
도넛_기라델리민트초코링도넛,388,,23.61,5.56,,2022-10-30
도넛_깨찰도넛,384,,3.57,3.57,,2023-10-31
도넛_깨찰도넛,444,,6.67,4.44,,2022-10-30
도넛_뉴욕치즈케익도넛,369,,20,5.56,,2023-10-31
도넛_뉴패스트리도넛,408,,14.29,6.12,,2022-10-30
도넛_다크초코링도넛,469,46.15,15.38,6.15,24.62,2023-10-31
도넛_다크초코츄잉스타,444,38.89,9.26,3.7,27.78,2023-10-31
도넛_단팥도너츠,304,,16.25,8.75,,2022-10-30
도넛_단팥품은꽈배기,330,,20,6.09,,2022-10-30
도넛_달콤한꿀도넛,343,60,8.57,5.71,10.29,2023-10-31
도넛_달콤한꿀도넛(3개입),348,59.05,8.57,4.76,10.48,2023-10-31
도넛_달콤한꿀도넛(4개입),350,59.29,8.57,5,10,2023-10-31
도넛_달콤한꿀도넛(5개입),349,59.43,8.57,5.14,10.29,2023-10-31
도넛_달콤한왕꽈배기,377,,12.73,5.45,,2022-10-30
도넛_던킨카페모카롤,433,52.63,21.05,5.26,22.37,2023-10-31
도넛_데니쉬꽈배기,442,,12,8,,2022-10-30
도넛_돌돌말린소시지도넛,341,45.88,7.06,7.06,15.29,2023-10-31
도넛_딸기와플넛,416,,25.4,5.56,,2023-10-31
도넛_딸기우유크림듬뿍도넛,405,,24.14,5.75,,2023-10-31
도넛_딸기마카롱도넛,433,,5.77,7.69,,2023-10-31
도넛_딸기츄이스티도넛,450,,17.31,1.92,,2022-10-30
도넛_또르체티이탈리아꽈배기과자,463,,12.5,7.5,,2022-07-11
도넛_러블리듀얼하트도넛,353,,13.51,4.05,,2022-10-30
도넛_레이디버그도넛,481,,22.08,6.49,,2022-10-30
도넛_로투스비스코프도넛,456,,17.07,6.1,,2023-10-31
도넛_루비초코블라썸도넛,400,,19.48,5.19,,2022-10-30
도넛_못난이찹쌀고구마크림치즈도넛,293,,11.74,6.81,,2023-10-31
도넛_못난이찹쌀깨찰도넛,560,,10,1,,2022-10-30
도넛_못난이찹쌀꽈배기,291,,11.09,7.27,,2023-10-31
도넛_못난이찹쌀모짜렐라치즈도넛,276,,8.14,10.71,,2023-10-31
도넛_못난이찹쌀유자도넛,271,,19.43,6.57,,2023-10-31
도넛_못난이찹쌀팥도넛,279,,20.86,7,,2023-10-31
도넛_미니오리지널글레이즈드도넛,439,,21.74,8.7,,2023-10-31
도넛_미니찹쌀도너츠,466,,21.05,5.26,,2022-10-30
도넛_미니찹쌀도넛(3개입),395,72.38,17.14,4.76,9.52,2023-10-31
도넛_미니찹쌀도넛(4개입),393,72.14,17.14,5,9.29,2023-10-31
도넛_미니찹쌀도넛(5개입),394,72,17.14,5.14,9.14,2023-10-31
도넛_미니찹쌀도넛,366,,15,4,,2022-10-30
도넛_미니찹쌀도넛,400,71.43,17.14,5.71,9.14,2023-10-31
도넛_밀크크림플라워도넛,415,,22.54,5.63,,2022-10-30
도넛_베리베리크림도넛,365,,6,5,,2022-10-30
도넛_베이크드헤이즐넛쇼콜라넛,435,,21.54,6.92,,2022-06-24
도넛_보스톤크림도넛,364,46.27,17.91,4.48,17.91,2023-10-31
도넛_생도넛,496,,22.86,5.71,,2023-10-31
도넛_생도넛,450,,17.5,7.5,,2022-10-30
도넛_소금우유도넛,460,51.67,20,3.33,25,2023-10-31
도넛_소보로만난앙넛,391,,30.91,7.27,,2023-10-31
도넛_솔티카라멜바이츠도넛,392,,14.86,5.41,,2022-10-30
도넛_송사부꽈배기,382,,10.53,7.89,,2023-10-31
도넛_슈거코티드도넛,444,,20,6.67,,2023-10-31
도넛_스노우링도넛,420,,4,6,,2022-10-30
도넛_시나몬슈가링도넛,420,,8,6,,2022-10-30
도넛_아몬드초코링도넛,468,,8.06,8.06,,2022-10-30
도넛_엄마랑장볼때먹던그때그도나쓰,322,,15.56,3.7,,2023-10-31
도넛_옛날왕슈크림도넛,326,,12.63,6.32,14.74,2023-10-31
도넛_오리지널글레이즈드도넛,428,,19.15,6.38,,2023-10-31
도넛_오리지널바이츠도넛,436,,22.32,7.14,,2022-10-30
도넛_오리지널우유크림필드도넛,403,,20.97,6.45,,2023-10-31
도넛_오리지널초콜릿필드도넛,456,,27.42,6.45,,2023-10-31
도넛_옥수수꽈배기도넛,404,,14.47,7.89,,2022-10-30
도넛_옥수수찹쌀도넛,332,,20,4,,2022-10-30
도넛_올드훼션드먼치킨,471,57.14,35.71,3.57,25.71,2023-10-31
도넛_올리브츄이스티도넛,404,53.06,12.24,2.04,20.41,2023-10-31
도넛_왕크림도넛,335,33.85,10.77,6.15,20,2023-10-31
도넛_요거트올드훼션드도넛,457,,29.23,4.62,,2022-10-30
도넛_우유크림듬뿍도넛,395,,21.84,5.75,,2023-10-31
도넛_쫄깃한왕꽈배기,373,,12.73,5.45,,2022-10-30
도넛_쫄깃한찹쌀도넛,340,,23.46,6.17,,2023-10-31
도넛_쫄깃한찹쌀스틱시나몬,400,,10,1.8,,2022-10-30
도넛_찹쌀꽈배기도너츠,462,,10,8,,2022-10-30
도넛_찹쌀꽈배기,366,,9.23,6.15,,2023-10-31
도넛_찹쌀도너츠,380,,9.33,4,,2022-10-30
도넛_찹쌀도넛,336,,24,6,,2023-10-31
도넛_찹쌀도넛,333,56.99,17.2,5.38,9.68,2023-10-31
도넛_찹쌀페스츄리도넛,427,,12.73,7.27,,2022-10-30
도넛_초코와플넛도넛,437,,24.6,6.35,,2023-10-31
도넛_초코마카롱도넛,413,,5.77,7.69,,2023-10-31
도넛_초코베리듀얼하트도넛,330,,11.84,2.63,,2022-10-30
도넛_초코홀릭도넛,489,,18.18,7.27,,2023-10-31
도넛_초콜릿아이스드글레이즈드도넛,441,,23.21,7.14,,2023-10-31
도넛_카라멜아이스드도넛,372,,26.56,4.69,,2022-10-30
도넛_카스테라크림꽈배기,308,,10.83,6.67,,2022-10-30
도넛_카카오후로스티드도넛,413,50,12.5,6.25,20.83,2023-10-31
도넛_카푸치노츄이스티도넛,406,51.92,17.31,1.92,21.15,2023-10-31
도넛_케익꽈배기도넛,376,41.18,10.59,7.06,20,2023-10-31
도넛_켈로그우유도넛,458,,12.31,3.08,,2022-10-30
도넛_쿠키&다크초코링도넛,473,52,18.67,5.33,24,2023-10-31
도넛_쿠키&화이트초코링도넛,473,52,20,5.33,26.67,2023-10-31
도넛_크로넛글레이즈드도넛,455,,21.51,5.38,,2022-10-30
도넛_크림치즈찹쌀도넛(2개입),359,,14.55,6.36,,2022-10-30
도넛_크림치즈찹쌀도넛,364,,14.55,5.45,,2022-10-30
도넛_통밀꽈배기,422,,7.59,11.39,,2022-10-30
도넛_트위스트글레이즈드도넛,380,,23.17,6.1,,2022-10-30
도넛_팥도넛,323,,24,8,,2023-10-31
도넛_팥이팅소보루도넛,321,,16.84,6.32,,2022-10-30
도넛_페이머스글레이즈드도넛,433,50,17.39,4.35,23.91,2023-10-31
도넛_프리미엄스트로베리필드도넛,361,,14.29,5.71,,2023-10-31
도넛_해피버스데이도넛,458,,19.78,6.59,,2022-10-30
도넛_허니후리터,449,48.65,14.86,5.41,24.32,2023-10-31
도넛_화이트초코링도넛,462,,18.46,6.15,,2022-10-30
도넛_화이트초코츄잉스타도넛,444,,14.81,3.7,,2022-10-30
도넛_흑미찹쌀도넛,350,,16,4,,2022-10-30
도넛_BEURRE헤이즐넛&바닐라도넛,451,45.59,7.35,4.41,27.94,2023-10-31
도넛_BEURRE버터넛,425,58.9,28.77,4.11,19.18,2023-10-31
도넛_남해마늘로만든버터갈릭꽈배기,420,,10.71,8.04,,2023-10-31
도넛_단팥도넛,310,44.76,16.19,6.67,9.52,2023-10-31
도넛_달콤한우리찹쌀왕꽈배기,378,48.7,13.04,6.09,18.26,2023-10-31
도넛_더블카라멜도넛,362,,25.35,5.63,,2023-08-30
도넛_동글아기찹쌀도넛,357,,15.08,4.76,,2023-10-31
도넛_디어마이러브도넛,458,49.35,25.97,3.9,27.27,2023-10-31
도넛_딸기도넛,404,,8.2,7.8,,2023-06-30
도넛_라즈베리블라썸도넛,338,,23.53,4.41,,2023-08-30
도넛_레드벨벳먼치킨도넛,486,57.14,21.43,3.57,27.14,2023-10-31
도넛_레몬도넛,404,,8.2,7.8,,2023-06-30
도넛_메이플링도넛,478,,14.29,10.2,,2023-10-31
도넛_바닐라도넛,404,,8.2,7.8,,2023-06-30
도넛_바닐라빈바이츠도넛,404,59.15,12.68,7.04,15.49,2023-10-31
도넛_바닐라초코볼도넛,326,,14.71,5.88,,2023-08-30
도넛_바바리안먼치킨도넛,400,50,20,6,20,2023-10-31
도넛_바바리안필드도넛,378,48.33,13.33,5,18.33,2023-10-31
도넛_바삭64겹꽈배기,443,,12,8,,2023-10-31
도넛_벨지안초코도넛,418,,20.59,7.35,,2023-08-30
도넛_생크림폭탄도넛,364,34.55,10.91,5.45,21.82,2023-10-31
도넛_생크림폭탄도넛(3개입),364,34.55,10.91,6.06,22.42,2023-10-31
도넛_스트로베리먼치킨도넛,380,50,20,5,18,2023-10-31
도넛_스트로베리필드도넛,372,46.67,16.67,5,18.33,2023-10-31
도넛_아침햇살쌀꽈배기도넛,375,60.94,15.63,4.69,12.5,2023-10-31
도넛_앙버터도넛,408,,9,8,,2023-10-31
도넛_용감한쿠키도넛,446,50.88,17.54,5.26,24.56,2023-10-31
도넛_우리찹쌀왕꽈배기,383,48.7,13.04,6.09,18.26,2023-10-31
도넛_우유도넛,404,,8.2,7.8,,2023-06-30
도넛_제주말차우유도넛,453,45.31,10.94,4.69,28.13,2023-10-31
도넛_쫀드칸꽈배기시나몬슈가,385,,15.15,2.25,,2023-10-11
도넛_쫀득크림치즈찹쌀도넛,423,,15.38,5.77,,2023-10-31
도넛_초당옥수수크림찹쌀도넛,300,,11.43,2.86,,2023-10-31
도넛_초코도넛,404,,40.8,7.8,,2023-06-30
도넛_초코마카롱도넛,418,,5.88,5.88,,2023-08-30
도넛_초코우유크림듬뿍도넛,415,,23.81,5.95,,2023-10-31
도넛_초코크런치도넛,400,,14.55,5.45,,2023-08-30
도넛_추억의옥수수꽈배기도넛,407,49.18,14.75,8.2,19.67,2023-10-31
도넛_추억의생도나스,429,55.13,17.95,17.95,21.79,2023-10-31
도넛_추억의생도나스(2개입),426,54.49,17.31,17.31,22.44,2023-10-31
도넛_추억의생도나스(3개입),427,54.7,17.52,17.52,22.22,2023-10-31
도넛_츄러스꽈배기,363,,13.68,5.98,,2023-10-31
도넛_카스텔라꽈배기,312,,14.38,6.23,,2023-10-31
도넛_카카오하니딥도넛,393,47.37,21.05,3.51,21.05,2023-10-31
도넛_카카오하니딥먼치킨도넛,369,53.85,23.08,4.62,15.38,2023-10-31
도넛_커스터드도넛,325,45,6.67,5,13.33,2023-09-11
도넛_콘포테이토넛,288,,7.69,2.56,5.51,2023-10-31
도넛_쿠키앤크림도넛,404,,8.2,7.8,,2023-06-30
도넛_크리스탈슈가도넛,367,,10.2,6.12,,2023-08-30
도넛_트러플크림듬뿍도넛,410,,21.43,5.95,,2023-10-31
도넛_퐁신퐁신우유도넛,348,,11.76,4.9,,2023-10-31
도넛_플라밍고도넛,405,,18.18,5.45,,2023-08-30
도넛_허니올드훼션드도넛,457,53.97,31.75,3.17,25.4,2023-10-31
도넛_허니찹쌀스틱,355,61.7,6.38,4.26,10.21,2023-10-31
도넛_화이트유니버스도넛,392,,13.46,5.77,,2023-08-30
도넛_흑미고구마찹쌀도넛,350,,16,4,,2023-10-31
도넛_흑임자크림찹쌀도넛,314,,11.43,2.86,,2023-10-31
또띠아_뉴비프브리또,253,,31.11,8.89,,2022-07-11
또띠아_또띠아(L),234,21.09,5.09,15.64,9.45,2022-07-13
또띠아_또띠아(S),375,35.4,5.59,20.5,16.77,2022-07-13
또띠아_머스타드치킨브리또,244,,1.74,11.05,,2022-07-11
또띠아_미트살사소시지브리또,220,,1.69,16.38,,2022-07-11
또띠아_바삭불고기&트리플치즈치킨퀘사디아,218,,3.89,13.89,,2022-07-11
또띠아_불고기브리또,299,,0,9.29,,2022-07-04
또띠아_불고기베이크,196,28.67,5.67,10.33,4.42,2022-06-22
또띠아_불닭베이크,198,32,7.08,10.75,2.92,2022-06-22
또띠아_소고기브리또,263,35,5.63,8.13,10,2022-07-08
또띠아_치킨치즈브리또,259,27.59,2.3,11.49,11.49,2022-06-22
또띠아_핫치킨브리또,228,28,2,11,8,2022-06-22
또띠아_핫치킨브리또,244,33.75,3.75,11.25,7.5,2022-07-08
또띠아_핫칠리치킨브리또,214,,0,15,,2022-07-04
또띠아_라구듬뿍치즈브리또,211,,11.91,7.23,,2023-10-31
또띠아_불고기브리또,216,,0.69,7.59,,2023-09-19
또띠아_치킨브리또,220,,2.07,9.66,,2023-09-19
또띠아_트위스터,202,18.69,1.09,9.84,10.77,2023-10-31
롤빵_달콤한크림치즈시나몬롤,374,,21.05,6.32,,2022-10-30
롤빵_클래식시나몬롤,375,,17.5,7.5,,2022-10-30
롤빵_녹차도쿄롤(L),330,,17,6,,2023-06-21
롤빵_녹차도쿄롤(S),330,,17,6,,2023-06-21
롤빵_달달연유롤빵,402,45.65,15.22,6.52,21.74,2023-10-31
롤빵_달달연유롤빵(3개입),399,45.65,15.94,6.52,21.01,2023-10-31
롤빵_망고도쿄롤(L),293,,15,5,,2023-06-21
롤빵_망고도쿄롤(S),293,,15,5,,2023-06-21
롤빵_목장의아침우유롤,317,,21.11,5.56,,2023-09-19
롤빵_오리지널도쿄롤(L),328,,19,7,,2023-06-21
롤빵_오리지널도쿄롤(S),328,,19,7,,2023-06-21
롤빵_우유생크림롤,306,26.25,16.88,5.63,20,2023-10-31
롤빵_자색고구마도쿄롤(L),315,,20,4,,2023-06-21
롤빵_자색고구마도쿄롤(S),315,,20,4,,2023-06-21
롤빵_카멜크림롤,402,,18.48,4.35,,2023-10-31
롤빵_화이트초코도쿄롤(L),337,,19,7,,2023-06-21
롤빵_화이트초코도쿄롤(S),337,,19,7,,2023-06-21
마늘빵_부드러운갈릭브레드,327,44,16,6,13.33,2023-10-31
마늘빵_프렌치마늘빵,357,52.38,14.29,4.76,11.9,2023-10-31
마늘빵_프렌치마늘빵(5개입),352,52.38,16.19,6.67,11.43,2023-10-31
마카롱_갤럭시마카롱,236,,22.86,9.29,,2022-10-30
마카롱_까망베르치즈마카롱,354,,41.67,8.33,,2022-10-30
마카롱_녹차마카롱,490,,43.03,5.45,,2022-10-30
마카롱_녹차모찌마카롱,377,,27.69,3.85,,2022-10-30
마카롱_다크초콜릿마카롱,463,,45.71,8.57,,2022-06-24
마카롱_다크초코가나슈마카롱,267,,26.67,3.33,,2022-10-30
마카롱_달고나마카롱,303,,30.3,6.06,,2022-10-30
마카롱_더블초코뚱카롱,450,,40,6.67,,2022-07-11
마카롱_딸기마카롱,190,,19.05,1.9,,2022-07-04
마카롱_딸기마카롱,496,,32,4,,2022-07-11
마카롱_딸기치즈케익뚱카롱,617,,86.67,6.67,,2022-07-11
마카롱_딸기가나슈마카롱,375,45.83,33.33,4.17,20.83,2023-10-31
마카롱_딸기마카롱,436,,52.12,6.06,,2022-10-30
마카롱_딸기요거트마카롱,452,,36,6,,2022-07-06
마카롱_딸기퐁카롱,330,,46.67,6.67,,2022-10-30
마카롱_레드벨벳마카롱,484,,40.61,4.85,,2022-10-30
마카롱_레몬마카롱,496,,32,4,,2022-07-11
마카롱_레인보우마카롱(5입),449,,39,8,,2022-10-30
마카롱_로즈라즈베리뚱카롱,400,,36,4,,2022-10-30
마카롱_리얼블루베리마카롱,409,,45.15,5.49,,2022-10-30
마카롱_리얼치즈마카롱,469,,37.86,6.17,,2022-10-30
마카롱_마다가스카르바닐라마카롱,400,,40,4,,2022-07-12
마카롱_마카롱,413,,22.5,7.5,,2022-07-05
마카롱_망고가나슈마카롱,404,,30,6.67,,2022-10-30
마카롱_망고프로피컬마카롱,400,,52,4,,2022-07-12
마카롱_메가초코마카롱,502,,40,8,,2022-07-06
마카롱_민트초코마카롱,477,,45.57,4.64,,2022-10-30
마카롱_바닐라딜라이트뚱카롱,417,,36.67,20,,2022-07-11
마카롱_바닐라마카롱,498,,34,8,,2022-07-06
마카롱_바닐라마카롱,470,,46.67,10,,2022-06-24
마카롱_바닐라마카롱,519,,51.85,7.41,,2022-07-08
마카롱_바닐라마카롱,496,,32,4,,2022-07-11
마카롱_바닐라마카롱,445,,49.7,6.06,,2022-10-30
마카롱_바닐라마카롱,396,45.83,37.5,4.17,25,2023-10-31
마카롱_벚꽃마카롱5종세트,456,51.33,27.07,6.87,,2022-07-19
마카롱_벨지안초콜릿마카롱,420,,44,4,,2022-07-12
마카롱_블루베리마카롱,440,,48.57,8.57,,2022-06-24
마카롱_블루베리마카롱,375,,45,5,,2022-10-30
마카롱_블루베리마카롱,400,,48,4,,2022-07-12
마카롱_블루하와이마카롱,451,,44.85,4.85,,2022-10-30
마카롱_뽀또치즈마카롱,440,,29.17,6.25,,2022-06-23
마카롱_산딸기마카롱,378,,62.96,7.41,,2022-07-08
마카롱_산딸기마카롱,400,,48,4,,2022-07-12
마카롱_샤인머스켓마카롱,287,,28.95,2.63,,2022-10-30
마카롱_소다마카롱,190,,19.05,1.9,,2022-07-04
마카롱_솜사탕마카롱,190,,19.05,1.9,,2022-07-04
마카롱_순우유뚱카롱,440,,27.08,4.17,,2022-06-23
마카롱_슈팅요거트마카롱,456,,45.99,5.91,,2022-10-30
마카롱_슈팅캔디마카롱,365,,35.77,5,,2022-10-30
마카롱_스트로베리마카롱,457,,46.67,10,,2022-06-24
마카롱_스트로베리치즈마카롱,433,,23.33,6.67,,2022-07-08
마카롱_얼그레이쇼콜라마카롱,500,,30,6.67,,2022-07-08
마카롱_얼그레이마카롱,425,,47.88,6.06,,2022-10-30
마카롱_오마이그린티마카롱,483,,44.83,6.9,,2022-10-30
마카롱_우유치즈마카롱,410,,42,6,,2022-10-30
마카롱_유니콘마카롱,236,,22.86,3.21,,2022-10-30
마카롱_유니콘프라페마카롱,491,,41.28,8.09,,2022-07-06
마카롱_유자가나슈마카롱,375,41.67,33.33,4.17,20.83,2023-10-31
마카롱_인절미마카롱,423,,33.85,7.69,,2022-10-30
마카롱_천사의눈물(우유)마카롱,413,,46.88,6.88,,2022-10-30
마카롱_초땅샌드마카롱,411,,46.67,4,,2022-10-30
마카롱_초코마카롱,190,,19.05,1.9,,2022-07-04
마카롱_초코마카롱,496,,32,4,,2022-07-11
마카롱_초코떡카롱,375,45.83,33.33,8.33,20.83,2023-10-31
마카롱_초코마카롱,448,,50.3,7.27,,2022-10-30
마카롱_초코마카롱,375,41.67,33.33,8.33,25,2023-10-31
마카롱_초코악마마카롱,481,,65.38,7.69,,2022-10-30
마카롱_초코퐁카롱,273,,43.33,3.33,,2022-10-30
마카롱_초코프레소마카롱,460,,42.19,5.91,,2022-10-30
마카롱_초콜릿마카롱,452,,59.26,3.7,,2022-07-08
마카롱_치즈마카롱,496,,32,4,,2022-07-11
마카롱_카라멜마카롱,190,,19.05,1.9,,2022-07-04
마카롱_카라멜솔티드뚱카롱,400,,36,8,,2022-10-30
마카롱_쿠앤크마카롱,435,,25,4.17,1.88,2022-06-23
마카롱_쿠앤크마카롱,496,,32,4,,2022-07-11
마카롱_쿠쿠촉촉(오레오)가나슈마카롱,429,,40.42,6.25,,2022-10-30
마카롱_쿠쿠촉촉(오레오)마카롱,485,,44.24,6.67,,2022-10-30
마카롱_쿠쿠피그마카롱,513,,33.33,5.13,,2022-10-30
마카롱_쿠크샌드마카롱,400,,44.44,4,,2022-10-30
마카롱_쿠키앤크림마카롱,483,,26.67,6.67,,2022-07-08
마카롱_쿠키프라페마카롱,480,,42,6,,2022-07-06
마카롱_크랜베리딸기마카롱,447,,42.19,4.22,,2022-10-30
마카롱_크림치즈티라미수마카롱,482,,39.27,4.62,,2022-10-30
마카롱_타르트에빠진레드벨벳치즈마카롱,500,,33.33,5.88,,2022-10-30
마카롱_패션후르츠마카롱,303,,28.95,2.63,,2022-10-30
마카롱_퐁크러쉬마카롱,491,,41.28,8.09,,2022-07-06
마카롱_프렌치블루베리마카롱,375,50,41.67,4.17,20.83,2023-10-31
마카롱_피스타치오마카롱,190,,19.05,1.9,,2022-07-04
마카롱_피스타치오마카롱,440,,48,4,,2022-07-12
마카롱_피치오레오마카롱,332,,34.21,2.63,,2022-10-30
마카롱_핑쿠핑쿠마카롱,500,,35.48,3.23,,2022-10-30
마카롱_핑크솔티드카라멜마카롱,375,,41.67,4.17,,2022-10-30
마카롱_허니레몬마카롱,470,,40,4.85,,2022-10-30
마카롱_호박고구마마카롱,190,,19.05,1.9,,2022-07-04
